ID,LowerID,Heading,UpperID
14GE,H1,,
14I,6,,24
14ID,2,,20
14IS,H1,,
14KS,18,,36
14KY,13,,31
14L,H1,,
14LL,H1,,
14LS,H1,,
14MA,H1,,
14ME,16,,34
14MI,9,,27
14MN,H1,,
14MO,E,,W
14MS,3,30,21
14MS,8,79.6,26
14N,8,,26
14NC,5,52.3,23
14NC,18,,36
14ND,NW,,SE
14NH,H1,,
14NJ,H1,,
14NK,2,,20
14NY,H1,,
14OH,2,,20
14OI,7,,25
14P,10,,28
14PA,N,,S
14PS,10,,28
14S,12,137,30
14SN,H1,,
14TA,16,,34
14TE,12,,30
14TN,H1,,
14TS,16,160,34
14TX,16,,34
14VA,1,,19
14WA,16,,34
14WI,H1,,
14WS,15,140.3,33
14WV,H1,,
14XS,1,,19
15A,3,,21
15AK,2,,20
15AL,H1,,
15AL,H2,,
15AL,H3,,
15AL,H4,,
15AR,14,144.7,32
15AZ,17,,35
15CA,H1,,
15CL,16,,34
15CO,H1,,
15FD,1,,19
15FL,9,90,27
15FL,18,180,36
15G,3,,21
15GA,12,,30
15ID,12,,30
15II,H1,,
15IL,18,,36
15IN,18,,36
15KS,18,,36
15KY,11,,29
15LA,H1,,
15LL,8,,26
15LS,H1,,
15MA,12,,30
15ME,7,,25
15MI,H1,,
15MN,5,49.8,23
15MN,14,,32
15MO,16,,34
15MT,E,,W
15N,12,,30
15N,18,,36
15NC,14,,32
15NE,3,,21
15NH,H1,,
15NJ,H1,,
15NK,10,,28
15NY,H1,,
15OH,H1,,
15OI,H1,,
15OK,18,,36
15OR,H1,,
15PA,1,,19
15PN,H1,,
15PS,H1,,
15S,5,,23
15S,H1,,
15TA,16,,34
15TE,H1,,
15TN,H1,,
15TS,H1,,
15TX,17,,35
15VA,2,,20
15W,9,,27
15WA,16,,34
15WI,E,,W
15XS,6,,24
16A,18,196,36
16A,NE,,SW
16AK,4,,22
16AL,H1,,
16AL,H2,,
16AL,H3,,
16AL,H4,,
16AL,H5,,
16AL,H6,,
16AR,6,,24
16AZ,2,,20
16CA,H1,,
16CL,H1,,
16CO,9,,27
16DE,H1,,
16FA,12,,30
16FD,9,,27
16FL,18,,36
16GA,H1,,
16IA,18,,36
16ID,H1,,
16II,17,,35
16IL,E,,W
16IL,N,,S
16IN,H1,,
16IS,3,,21
16K,NW,,SE
16KY,17,,35
16LA,H1,,
16LL,H1,,
16LS,9,,27
16MA,H1,,
16MD,9,,27
16MI,9,,27
16MO,4,,22
16MS,H1,,
16MT,17,,35
16NC,1,,19
16NC,10,,28
16NE,18,,36
16NH,15W,,33W
16NH,18W,,36W
16NJ,ALL,,WAY
16NK,H1,,
16NY,H1,,
16OH,H1,,
16OI,18,,36
16OK,3,,21
16PA,9,,27
16PN,H1,,
16S,3,,21
16SC,16,,34
16TA,18,,36
16TE,9,,27
16TN,H1,,
16TS,17,,35
16TX,NE,,SW
16VA,H1,,
16W,7,,25
16WA,6,,24
16WI,11,,29
16WI,17,,35
16X,17,170,35
16XS,4,,22
16Z,N,,S
17AK,H1,,
17AL,H1,,
17AL,H2,,
17AL,H3,,
17AL,H4,,
17AL,H5,,
17AL,H6,,
17AR,18,,36
17AZ,H1,,
17CA,H1,,
17CL,14,,32
17CO,9,,27
17FA,03W,,21W
17FA,09W,,27W
17FA,18,,36
17FD,H1,,
17FL,9,90,27
17FL,18,180,36
17GA,9,,27
17ID,11,,29
17II,9,,27
17IN,NE,,SW
17KS,18,,36
17KY,17,,35
17LA,H1,,
17LA,H2,,
17LA,H3,,
17LA,H4,,
17LS,4,,22
17MA,H1,,
17ME,13,,31
17MI,H1,,
17MO,8,,26
17MS,H1,,
17MT,12,,30
17MT,16,,34
17NC,15,,33
17NE,H1,,
17NH,H1,,
17NJ,H1,,
17NK,17,,35
17NY,H1,,
17OH,N,,S
17OI,13,,31
17OR,13,,31
17PN,H1,,
17PS,1,,19
17S,7,,25
17TA,H1,,
17TE,14,,32
17TN,3,,21
17TN,8,,26
17TS,H1,,
17TX,17,175.5,35
17U,17,,35
17WA,H1,,
17WI,18,,36
17XS,1,20.2,19
18AK,H1,,
18AL,H1,,
18AL,H2,,
18AL,H3,,
18AL,H4,,
18AR,11,,29
18AZ,6,72.6,24
18CA,H1,,
18CL,15,,33
18CO,H1,,
18FA,3,,21
18FD,9,,27
18FL,H1,,
18GA,16,,34
18ID,H1,,
18II,18,,36
18IL,H1,,
18IN,E,,W
18IN,N,,S
18IS,H1,,
18JY,6,,24
18K,3,,21
18KS,17,,35
18KY,H1,,
18LA,H1,,
18LS,H1,,
18MA,H1,,
18MD,H1,,
18ME,17,,35
18MI,H1,,
18MN,E,,W
18MO,18,,36
18MT,2,,20
18NC,3,,21
18NE,4,,22
18NJ,H1,,
18NY,5,,23
18OH,9,,27
18OI,18,,36
18OK,H1,,
18OR,16,,34
18PA,14,,32
18PN,5,,23
18TA,16,160,34
18TE,8,91,26
18TN,H1,,
18TS,H1,,
18TX,16,,34
18VA,H1,,
18WA,H1,,
18WI,H1,,
18WV,8,,26
18XS,17,,35
18Y,16,,34
19AK,5,,23
19AL,H1,,
19AL,H2,,
19AL,H3,,
19AL,H4,,
19AR,9,92.4,27
19AZ,17,182.6,35
19CA,H1,,
19CL,1,,19
19CO,H1,,
19FD,H1,,
19FL,H1,,
19GA,14,,32
19IA,18,,36
19ID,H1,,H1
19II,H1,,
19IN,N,,S
19KS,H1,,
19KY,18,,36
19LA,H1,,
19LL,18,,36
19LS,H1,,
19MA,H1,,
19MI,H1,,
19MO,H1,,
19NC,17,,35
19ND,8,,26
19NE,N,,S
19NH,H1,,
19NK,1,,19
19NY,17,,35
19OH,N,,S
19OI,H1,,
19OR,7,,25
19P,NW,,SE
19PA,3,,21
19PN,H1,,
19SC,15,,33
19T,NW,,SE
19TA,15,,33
19TE,17,,35
19TN,8,,26
19TS,H1,,
19TX,17,,35
19VA,N,,S
19WA,15,,33
19WI,N,,S
19XS,16,,34
1A1,3,,21
1A2,17,,35
1A8,7,,25
1A8,18,,36
1AK0,H1,,
1AK1,13,,31
1AK2,13,,31
1AK4,7,,25
1AK5,H1,,
1AK5,H2,,
1AK5,H3,,
1AK6,8,,26
1AK7,H1,,
1AK8,18,,36
1AK9,H1,,
1AL0,H1,,
1AL1,H1,,
1AL2,5,,23
1AL3,H1,,
1AL4,9,,27
1AL5,9,,27
1AL6,H1,,
1AL7,H1,,
1AL8,17,,35
1AR0,3,,21
1AR1,18,,36
1AR2,9,,27
1AR3,18,184,36
1AR5,18,,36
1AR6,6,,24
1AR7,H1,,
1AR8,9,,27
1AR9,11,,29
1AR9,18,,36
1AZ0,9,101.7,27
1AZ1,H1,,
1AZ3,H1,,
1AZ5,H1,,
1AZ6,H1,,
1AZ7,H1,,
1AZ8,13,,31
1B5,18,,36
1B8,5,,23
1B8,7,,25
1C3,3,,21
1C8,18,,36
1C9,5,,23
1C9,05W,,23W
1CA0,H1,,
1CA1,NW,,SE
1CA2,H1,,
1CA3,H1,,
1CA4,16,,34
1CA5,H1,,
1CA6,15,,33
1CA7,H1,,
1CA8,H1,,
1CA9,H1,,
1CD0,H1,,
1CD1,10,,28
1CD2,8,80,26
1CD4,2,,20
1CD5,H1,,
1CL0,H1,,
1CL1,6,,24
1CL2,3,,21
1CL2,7,,25
1CL3,H1,,
1CL4,H1,,
1CL5,H1,,
1CL6,H1,,
1CL8,H1,,
1CL9,H1,,
1CO0,H1,,
1CO1,H1,,
1CO2,NE,,SW
1CO3,14,,32
1CO3,18,,36
1CO4,17,,35
1CO5,8,94.6,26
1CO5,18,193,36
1CO6,H1,,
1CO7,6,,24
1CO8,4,,22
1CO9,H1,,
1CT0,H1,,
1CT2,H1,,
1CT3,H1,,
1D2,18,177,36
1D4,9,,27
1D5,9,,27
1D5,17,,35
1D6,5,,23
1D6,12,,30
1DE5,11,,29
1DS,2,,20
100,2,,20
10000,17,,35
1000000,1,,19
10000000,2,23,20
10000000,8,89,26
100000000,2,,20
1000000000,17,,35
1F1,14,151,32
1F2,1,,19
1F2,6,,24
1F6,11,,29
1F7,13,,31
1FA1,4,,22
1FA3,9,,27
1FA5,H1,,
1FA9,18,,36
1FD0,18,,36
1FD3,H1,,
1FD4,3,,21
1FD6,H1,,
1FD7,H1,,
1FD8,H1,,
1FL0,04W,,22W
1FL0,11W,,29W
1FL1,H1,,
1FL2,H1,,
1FL3,7,,25
1FL4,H1,,
1FL5,14W,,32W
1FL6,H1,,
1FL7,H1,,
1FL8,H1,,
1FL9,H1,,
1G8,16,,34
1GA0,1,,19
1GA1,H1,,
1GA2,17,,35
1GA3,H1,,
1GA4,9,,27
1GA5,17,,35
1GA7,H1,,
1GA8,17,,35
1GA9,NW,,SE
1GE1,H1,,
1GE2,10,,28
1GE3,10,,28
1GE4,9,,27
1GE5,18,,36
1GE6,14,,32
1GE7,12,,30
1GE8,H1,,
1GE8,H2,,
1GE9,9,,27
1H1,1,,19
1H1,10,,28
1H4,17,180,35
1H6,17,,35
1H6,N,,S
1H9,1,9,19
1I1,N,,S
1I3,18,,36
1I6,H1,,
1I8,7,,25
1I9,18,,36
1IA2,H1,,
1IA3,H1,,
1IA4,18,,36
1IA5,H1,,
1IA7,H1,,
1IA7,H2,,
1ID2,H1,,
1ID3,3,,21
1ID4,10,,28
1ID5,H1,,
1ID6,H1,,
1ID7,7,,25
1ID8,H1,,
1ID9,1,,19
1II0,E,,W
1II2,E,,W
1II3,18,,36
1II4,9,,27
1II5,1,,19
1II6,H1,,
1II7,H1,,
1IL0,9,,27
1IL1,1,,19
1IL2,N,,S
1IL3,H1,,
1IL4,6,,24
1IL6,N,,S
1IL7,H1,,
1IL8,9,,27
1IL9,11,,29
1IL9,18,,36
1IN0,1,,19
1IN0,9,,27
1IN1,18,,36
1IN2,H1,,
1IN3,9,,27
1IN4,9,,27
1IN5,18,,36
1IN6,9,,27
1IN6,18,,36
1IN7,13W,,31W
1IS2,N,,S
1IS3,9,,27
1IS4,9,,27
1IS5,13,,31
1IS7,H1,,
1IS8,H1,,
1J9,18,,36
1JY2,16,,34
1JY4,H1,,
1JY5,H1,,
1K1,17,176,35
1K5,17,180,35
1K6,8,,26
1K6,17,,35
1K8,18,,36
1KC,9,,27
1KS1,17,,35
1KS2,18,,36
1KS3,4,,22
1KS3,11,,29
1KS4,17,,35
1KS5,18,,36
1KS6,N,,S
1KS7,N,,S
1KS8,E,,W
1KS8,N,,S
1KS9,13,,31
1KY0,H1,,
1KY1,H1,,
1KY2,H1,,
1KY3,H1,,
1KY4,H1,,
1KY6,H1,,
1KY7,18,,36
1KY8,H1,,
1L4,15,,33
1LA1,2,,20
1LA2,H1,,
1LA3,N,,S
1LA5,8,,26
1LA6,H1,,
1LA7,H1,,
1LA8,H1,,
1LA9,H1,,
1LA9,H2,,
1LA9,H3,,
1LA9,H4,,
1LA9,H5,,
1LA9,H6,,
1LA9,H7,,
1LA9,H8,,
1LL0,NE,,SW
1LL1,H1,,
1LL2,18,,36
1LL6,18,,36
1LL7,E,,W
1LL8,N,,S
1LL9,H1,,
1LS0,17,174,35
1LS1,H1,,
1LS2,H1,,
1LS5,14,,32
1LS8,13L,,31R
1LS8,13R,,31L
1M3,1,,19
1M7,9,,27
1M8,9,,27
1MA0,H1,,
1MA1,H1,,
1MA2,H1,,
1MA4,H1,,
1MA5,11,,29
1MA6,H1,,
1MA7,H1,,
1MA8,H1,,
1MA9,H1,,
1MD0,H1,,
1MD1,E,,W
1MD3,3,,21
1MD4,H1,,
1MD4,H2,,
1MD5,H1,,
1MD6,H1,,
1MD7,H1,,
1MD8,6,,24
1MD9,H1,,
1ME,ALL,,WAY
1ME1,H1,,
1MI0,10,,28
1MI1,N,,S
1MI2,H1,,
1MI3,E,,W
1MI5,9,,27
1MI7,15,,33
1MI8,14,,32
1MI8,18,,36
1MI9,17,,35
1MN0,17,,35
1MN2,16,,34
1MN3,H1,,
1MN5,E,,W
1MN6,H1,,
1MN7,H1,,
1MN8,12,,30
1MN9,H1,,
1MO1,H1,,
1MO3,NW,154.5,SE
1MO4,N,,S
1MO6,17,,35
1MO7,N,,S
1MO8,N,,S
1MS0,4,,22
1MS0,9,,27
1MS1,H1,,
1MS2,4,,22
1MS3,H1,,
1MS4,H1,,
1MS6,10,,28
1MS7,H1,,
1MS8,13,133,31
1MS9,4,,22
1MT0,10,,28
1MT1,H1,,
1MT2,9,,27
1MT3,9,,27
1MT4,9,,27
1MT5,H1,,
1MT6,18,,36
1MT7,18,,36
1MT8,H1,,
1MT9,9,,27
1MT9,18,,36
1MU0,2,,20
1MU1,6,,24
1MU2,12,,30
1MU3,H1,,
1MU4,15,,33
1MU7,18,,36
1MU8,8,,26
1MU9,H1,,
1MY1,9,93.9,27
1N2,18,,36
1N3,11,,29
1N5,8,,26
1N5,17,,35
1NA5,8,,26
1NA8,8,,26
1NC0,16,,34
1NC1,14,,32
1NC2,18,,36
1NC3,9,,27
1NC4,17,,35
1NC5,9,,27
1NC6,15,,33
1NC8,1,,19
1NC9,8,,26
1ND4,8,,26
1ND4,17,,35
1ND7,N,,S
1NE0,N,,S
1NE0,NW,,SE
1NE1,NE,,SW
1NE2,N,,S
1NE5,13,,31
1NE6,E,,W
1NE6,N,,S
1NJ0,H1,,
1NJ1,H1,,
1NJ2,H1,,
1NJ4,H1,,
1NJ5,H1,,
1NJ6,H1,,
1NJ7,H1,,
1NJ9,H1,,
1NK0,3,,21
1NK1,H1,,
1NK2,H1,,
1NK3,H1,,
1NK4,H1,,
1NK5,6,,24
1NK6,3,,21
1NK7,15,,33
1NK8,9,,27
1NK8,18,,36
1NK9,H1,,
1NM0,14,,32
1NV1,17,,35
1NV2,H1,,
1NY0,H1,,
1NY2,E,,W
1NY3,N,,S
1NY4,10,,28
1NY5,18,,36
1NY6,H1,,
1NY7,4,,22
1NY8,N,,S
1NY9,18,,36
1O0,N,,S
1O0,NW,,SE
1O6,14,,32
1OA1,9,,27
1OA2,9,,27
1OA3,1,,19
1OA4,11,,29
1OA5,9,,27
1OA6,9,,27
1OA7,E,,W
1OA8,1,,19
1OH0,H1,,
1OH1,18,,36
1OH2,10,,28
1OH3,9,,27
1OH4,9,,27
1OH5,H1,,
1OH6,H1,,
1OH7,17,,35
1OH8,5,,23
1OH9,8,,26
1OI0,H1,,
1OI1,6,,24
1OI4,H1,,
1OI6,9,,27
1OI7,9,,27
1OI9,9,,27
1OK0,N,,S
1OK2,17,,35
1OK3,17,164.3,35
1OK4,H1,,
1OK5,N,,S
1OK7,18,,36
1OK8,17,,35
1OK9,1,,19
1OK9,7,,25
1OL2,17,,35
1OR0,4,,22
1OR1,H1,,
1OR2,H1,,
1OR3,6,,24
1OR4,9,,27
1OR6,16,,34
1OR7,7,,25
1OR9,H1,,
1P1,12,,30
1PA0,9,,27
1PA1,H1,,
1PA2,H1,,
1PA3,12,,30
1PA4,5,,23
1PA5,12,,30
1PA6,12,,30
1PA7,H1,,
1PA8,H1,,
1PA9,E,,W
1PN0,15,,33
1PN1,N,,S
1PN2,H1,,
1PS0,10,,28
1PS1,H1,,
1PS3,H1,,
1PS4,9,,27
1PS5,H1,,
1PS6,H1,,
1PS7,H1,,
1PS8,H1,,
1PS9,18,,36
1Q1,13,,31
1Q5,1,,19
1RL,16,,34
1S1,15,,33
1S2,10,111,28
1S4,17,,35
1S6,1,,19
1S7,11,,29
1S8,6,,24
1SC2,10,,28
1SD0,16,,34
1SD1,18,,36
1SD3,8,,26
1SD4,13,,31
1SD5,N,,S
1SD6,17,,35
1SD7,H1,,
1SD8,9,,27
1SD9,H1,,
1T8,16,,34
1T9,16,,34
1TA0,H1,,
1TA1,H1,,
1TA2,17,,35
1TA3,H1,,
1TA4,15,,33
1TA5,8,,26
1TA6,H1,,
1TA7,13,,31
1TA9,H1,,
1TE0,8,,26
1TE1,13,136.2,31
1TE2,8,,26
1TE3,11,,29
1TE4,17,,35
1TE5,14,,32
1TE6,8,,26
1TE7,14,,32
1TE8,4,,22
1TE8,17W,,35W
1TE9,15,,33
1TN0,18,,36
1TN2,6,,24
1TN3,18,,36
1TN4,H1,,
1TN5,H1,,
1TN7,H1,,
1TN9,H1,,
1TS0,E,,W
1TS1,17,,35
1TS2,15,,33
1TS3,1,,19
1TS3,12,,30
1TS3,16,,34
1TS4,H1,,
1TS5,H1,,
1TS6,13,,31
1TS7,H1,,
1TS8,18,,36
1TS9,17,,35
1TX0,9,,27
1TX2,5,,23
1TX2,13,,31
1TX3,4,,22
1TX4,15,,33
1TX5,9,,27
1TX6,7,75.7,25
1TX6,12,125.7,30
1TX7,17,,35
1TX8,17,,35
1TX9,N,,S
1U0,6,,24
1U1,1,,19
1U1,4,,22
1U3,12,,30
1U4,14,,32
1U6,16,,34
1U9,16,,34
1UT9,H1,,
1VA0,3,,21
1VA1,8,,26
1VA2,H1,,
1VA3,4,,22
1VA4,H1,,
1VA5,2,,20
1VA5,09W,,27W
1VA7,1,,19
1VA8,13,127.2,31
1VA9,4,,22
1VG2,1,,19
1W1,7,,25
1W3,9,,27
1W3,16,,34
1W5,2,,20
1WA0,H1,,
1WA1,H1,,
1WA2,8,,26
1WA2,16,,34
1WA3,H1,,
1WA4,H1,,
1WA5,H1,,
1WA6,E,88,W
1WA7,H1,,
1WA8,H1,,
1WA9,15,,33
1WF,18,,36
1WI0,9,,27
1WI1,4,,22
1WI2,9,,27
1WI3,18,,36
1WI4,H1,,
1WI5,5,,23
1WI5,9,,27
1WI5,18,,36
1WI6,E,,W
1WI7,9,,27
1WI8,18,176.9,36
1WI9,18,,36
1WN0,5,,23
1WN1,NE,,SW
1WN2,5,,23
1WN2,13,,31
1WN2,18,,36
1WN3,3,30.7,21
1WN3,12,124,30
1WN5,1,,19
1WT6,H1,,
1XA0,9,,27
1XA1,17,,35
1XA2,13L,,31R
1XA2,13R,,31L
1XA2,17,,35
1XA3,H1,,
1XA4,15,,33
1XA5,8,,26
1XA6,18,,36
1XA7,7,,25
1XA7,9,,27
1XA8,15,,33
1XA9,H1,,
1XS0,16,,34
1XS1,9,,27
1XS2,12,,30
1XS2,18,,36
1XS3,H1,,
1XS5,H1,,
1XS6,H1,,
1XS7,10,,28
1XS8,16,160,34
1XS9,17,,35
1Y3,17,,35
1Y5,4,,22
1Y5,17,,35
1Y9,17,181,35
1Z1,16,,34
1Z9,NW,,SE
20AK,1,,19
20AL,H1,,
20AL,H2,,
20AL,H3,,
20AR,8,73.8,26
20AZ,17,,35
20CA,H1,,
20CL,14,,32
20CO,H1,,
20CT,H1,,
20CT,H2,,
20E,H1,,
20FD,17,,35
20FL,12,,30
20GA,10,97,28
20ID,12,,30
20II,9,,27
20IL,H1,,
20IN,9,,27
20IS,15,,33
20K,16,,34
20KS,17,,35
20KY,5,,23
20LA,H1,,
20MA,H1,,
20ME,H1,,
20MI,H1,,
20MO,17,,35
20NC,3,,21
20NE,H1,,
20NJ,H1,,
20NJ,H2,,
20NY,8,,26
20OH,9,,27
20OI,H1,,
20OR,17,,35
20PA,H1,,
20PN,H1,,
20TA,18,,36
20TE,17,,35
20TS,3,,21
20TX,H1,,
20VA,8,,26
20VG,5,,23
20WA,7,,25
20WI,NW,,SE
20XS,18,,36
21AK,16,,34
21AL,H1,,
21AL,H2,,
21AL,H3,,
21AL,H4,,
21AR,9,,27
21AZ,12,133.1,30
21CA,H1,,
21CL,H1,,
21FA,18,,36
21FD,9,,27
21FL,8,,26
21FL,15,,33
21GA,H1,,
21GE,3,,21
21H,NW,,SE
21II,H1,,
21IL,H1,,
21IN,9,,27
21JY,16W,,34W
21KS,H1,,
21KY,3,,21
21LA,1,,19
21LS,7,,25
21M,18W,,36W
21MA,H1,,
21MI,H1,,
21MN,6,,24
21MN,13,,31
21MO,1,,19
21MU,18,,36
21N,1,,19
21NC,H1,,
21ND,8,,26
21NH,13,,31
21NJ,H1,,
21NK,NE,,SW
21NY,H1,,
21OG,14,,32
21OH,H1,,
21OI,7,,25
21OI,17,,35
21OI,H1,,
21OK,H1,,
21OR,H1,,
21PA,H1,,
21PN,H1,,
21SC,17,,35
21TA,H1,,
21TE,17,,35
21TN,16,,34
21TS,H1,,
21TX,9,,27
21VA,1,,19
21W,15,,33
21WA,H1,,
21WI,HI,,
21XS,16,,34
22AK,3,,21
22AL,H1,,
22AL,H2,,
22AL,H3,,
22AL,H4,,
22AL,H5,,
22AL,H6,,
22AL,H7,,
22AR,H1,,
22AZ,H1,,
22CA,11,,29
22CD,H1,,
22CL,13,,31
22CN,H1,,
22CO,14,,32
22D,1,,19
22FA,9,,27
22FD,H1,,
22FL,18,,36
22GA,8,,26
22GE,H1,,
22ID,2,,20
22II,18,,36
22IL,15,,33
22IN,10,,28
22JY,H1,,
22KS,H1,,
22KY,H1,,
22LA,8,,26
22LS,9,,27
22MA,H1,,
22MD,13,,31
22MI,H1,,
22MN,N,,S
22MS,13,,31
22MT,16,,34
22NA,H1,,
22NC,18,,36
22NJ,H1,,
22NK,H1,,
22NR,1,,19
22NY,H1,,
22OG,1,,19
22OG,H1,,
22OH,H1,,
22OI,18,,36
22OK,17,,35
22OR,16,,34
22PA,H1,,
22PN,H1,,
22PS,H1,,
22SC,H1,,
22TA,15,,33
22TE,15,,33
22TN,H1,,
22TS,H1,,
22TX,H1,,
22VA,H1,,
22VG,H1,,
22WA,7,,25
22WI,H1,,
22WN,11,,29
22WV,H1,,
22WY,16,,34
22XA,H1,,
22XS,15,153.5,33
22Y,9,101,27
23AK,18,,36
23AL,H1,,
23AL,H2,,
23AL,H3,,
23AL,H4,,
23AR,17,,35
23AZ,9,,27
23AZ,13,,31
23AZ,17,,35
23CA,5,,23
23CD,12,,30
23CL,H1,,
23CN,4,,22
23CN,8,,26
23CO,15,,33
23CT,H1,,
23D,17,,35
23DE,14,,32
23FA,H1,,
23FA,H2,,
23FD,18,,36
23FL,9,,27
23GA,H1,,
23GE,14,,32
23IA,H1,,
23IL,H1,,
23IL,H2,,
23IN,H1,,
23IS,E,,W
23JY,H1,,
23KY,5,,23
23LA,10,,28
23LL,H1,,
23LS,H1,,
23MA,H1,,
23MD,17W,,35W
23MI,7,,25
23MN,9,,27
23MT,18,,36
23N,18,,36
23NC,H1,,
23ND,8,80,26
23NE,2,,20
23NH,17,,35
23NJ,10,,28
23NK,18,,36
23NR,8,,26
23NY,4,,22
23NY,10,,28
23OA,1,,19
23OH,H1,,
23OI,H1,,
23OK,H1,,
23OR,H1,,
23PA,N,,S
23PN,H1,,
23S,16,,34
23TA,1,,19
23TE,H1,,
23TS,17,,35
23TX,18,,36
23VA,15,,33
23VG,2,,20
23VT,9,,27
23WA,H1,,
23WI,H1,,
23WN,18,,36
23WV,8,,26
23WY,H1,,
23XA,H1,,
23XS,15,152,33
23Y,12,,30
24AK,14,,32
24AL,H1,,
24AL,H2,,
24AL,H3,,
24AL,H4,,
24AL,H5,,
24AR,18,185.8,36
24AZ,6,,24
24C,6,,24
24C,12,,30
24C,15,,33
24CA,H1,,
24CD,H1,,
24CL,14,157.1,32
24CN,H1,,
24CO,H1,,
24CT,1,,19
24FA,E,,W
24FA,N,,S
24FD,H1,,
24FL,9,,27
24GA,H1,,
24IA,8,,26
24II,H1,,
24K,17,,35
24KY,N,,S
24LA,H1,,H1
24LL,NE,,SW
24LS,H1,,
24M,9,,27
24MA,H1,,
24MD,H1,,
24ME,2,,20
24MN,N,,S
24MO,7,,25
24MT,17,,35
24MU,NW,,SE
24NC,9,,27
24NE,9,,27
24NE,15,,33
24NH,H1,,
24NK,H1,,
24NY,10,,28
24OH,9,,27
24OI,18,,36
24OK,H1,,
24OR,H1,,
24PA,9,,27
24PN,H1,,
24PN,H2,,
24S,4,,22
24SC,13,,31
24TA,17,,35
24TE,H1,,
24TS,H1,,
24TX,N,,S
24VA,9,,27
24WA,H1,,
24WI,18,,36
24XA,12,,30
24XS,H1,,
25A,8,,26
25AK,4,,22
25AK,15,,33
25AL,H1,,
25AL,H2,,
25AL,H3,,
25AL,H4,,
25AL,H5,,
25AL,H6,,
25AL,H7,,
25AR,1,8.3,19
25AZ,18,,36
25CA,6,,24
25CD,4,,22
25CD,10,,28
25CD,13,,31
25CD,9,,27
25CL,N,,S
25CN,H1,,
25CO,7,,25
25FA,H1,,
25FD,H1,,
25FL,4,,22
25GA,9,,27
25GE,H1,,
25II,H1,,
25IL,9,,27
25IN,18,,36
25IS,H1,,
25JY,H1,,
25KS,8,,26
25KY,H1,,
25LA,H1,,
25LS,H1,,
25MA,H1,,
25MD,17,,35
25MI,3,,21
25MN,05W,,23W
25MO,11,,29
25MS,H1,,
25MT,9,,27
25MT,12,,30
25MT,18,,36
25NC,18,173,36
25NE,8,,26
25NE,17,,35
25NH,H1,,
25NK,11,,29
25NM,5,,23
25NR,H1,,
25NY,H1,,
25OH,E,,W
25OI,18,,36
25OR,H1,,
25PA,H1,,
25PN,H1,,
25SC,5,,23
25TA,9,90,27
25TE,N,,S
25TN,H1,,
25TS,17,180,35
25TX,11,,29
25U,17,,35
25VA,17,,35
25WA,E,,W
25WI,H1,,
25WN,9,,27
25XA,15,,33
25XS,16,,34
25Y,12,,30
26AL,9,,27
26AR,10,105.5,28
26AZ,12,,30
26CA,E,,W
26CL,H1,,
26CN,H1,,
26CO,H1,,
26FA,H1,,
26FD,18,,36
26FL,H1,,
26GA,9,,27
26ID,1,,19
26IL,18,,36
26IN,E,,W
26IS,18,,36
26JY,H1,,
26KS,H1,,
26KY,H1,,
26LL,E,,W
26LS,H1,,
26MA,6,,24
26MI,9,,27
26MN,N,,S
26MO,14,,32
26MT,7,,25
26MT,16,,34
26N,6,47,24
26NC,1,,19
26ND,13,,31
26NH,H1,,
26NJ,H1,,
26NK,H1,,
26NV,16,,34
26NY,H1,,
26OG,6,,24
26OH,3,,21
26OR,16,,34
26PA,H1,,
26PN,H1,,
26SD,H1,,
26TA,H1,,
26TE,H1,,
26TS,H1,,
26TX,3,,21
26TX,17,,35
26VA,H1,,
26W,18,,36
26WA,H1,,
26WI,16,,34
26XA,H1,,
26XS,1,,19
27AK,H1,,
27AL,10,,28
27AR,H1,,
27AZ,17,184.9,35
27C,3,,21
27C,9,,27
27CA,7,,25
27CA,16,,34
27CL,16,,34
27CN,H1,,
27CO,15,,33
27FA,H1,,
27FD,H1,,
27GA,7,,25
27IA,9,90,27
27II,H1,,
27IL,H1,,
27IN,H1,,
27IS,13,,31
27JY,H1,,
27KS,13,,31
27KY,H1,,
27LA,H1,,
27LL,10,,28
27LL,18,,36
27LS,H1,,
27MA,2,,20
27MI,9,,27
27MN,13,,31
27MO,18,,36
27MT,16,,34
27NC,H1,,
27NE,14,,32
27NH,H1,,
27NJ,H1,,
27NK,10,,28
27NY,H1,,
27OH,18,,36
27OI,9,,27
27OI,15,,33
27OK,18,,36
27OR,H1,,
27SC,H1,,
27SD,H1,,
27TA,H1,,
27TE,H1,,
27TN,HI,,
27TS,H1,,
27TX,H1,,
27VA,H1,,
27W,9,109,27
27WA,7,,25
27XA,18,,36
27XS,17,,35
28A,4,,22
28AK,6,,24
28AL,9,,27
28AR,18,,36
28AZ,17,,35
28CA,13,,31
28CL,H1,,
28CN,H1,,
28CO,H1,,
28CO,H2,,
28FA,H1,,
28FD,H1,,
28FL,18,,36
28GA,H1,,
28II,13,,31
28IL,1,,19
28IN,14,,32
28IS,N,,S
28KS,1,,19
28KS,9,,27
28KY,1,,19
28LA,H1,,
28LL,18,,36
28LS,H1,,
28M,18,,36
28MA,3,,21
28MI,2,,20
28MN,NW,,SE
28MO,10,,28
28MT,16,,34
28N,2,,20
28N,12,,30
28NC,B1,,
28NH,H1,,
28NK,7,,25
28NR,8,,26
28NY,1,,19
28OH,18,,36
28OI,H1,,
28OK,17,,35
28OR,12,,30
28PA,5,,23
28PN,H1,,
28TA,14,140,32
